10	q	25.3	114900000	119100000	gpos	75
10	q	26.11	119100000	121700000	gneg	
10	q	26.12	121700000	123100000	gpos	50
10	q	26.13	123100000	127500000	gneg	
10	q	26.2	127500000	130600000	gpos	50
10	q	26.3	130600000	135534747	gneg	
11	p	15.5	1	2800000	gneg	
11	p	15.4	2800000	10700000	gpos	50
11	p	15.3	10700000	12700000	gneg	
11	p	15.2	12700000	16200000	gpos	50
11	p	15.1	16200000	21700000	gneg	
11	p	14.3	21700000	26100000	gpos	100
11	p	14.2	26100000	27200000	gneg	
11	p	14.1	27200000	31000000	gpos	75
11	p	13	31000000	36400000	gneg	
11	p	12	36400000	43500000	gpos	100
11	p	11.2	43500000	48800000	gneg	
11	p	11.12	48800000	51600000	gpos	75
11	p	11.11	51600000	53700000	acen	
11	q	11	53700000	55700000	acen	
11	q	12.1	55700000	59900000	gpos	75
11	q	12.2	59900000	61700000	gneg	
11	q	12.3	61700000	63400000	gpos	25
11	q	13.1	63400000	65900000	gneg	
11	q	13.2	65900000	68400000	gpos	25
11	q	13.3	68400000	70400000	gneg	
11	q	13.4	70400000	75200000	gpos	50
11	q	13.5	75200000	77100000	gneg	
11	q	14.1	77100000	85600000	gpos	100
11	q	14.2	85600000	88300000	gneg	
11	q	14.3	88300000	92800000	gpos	100
11	q	21	92800000	97200000	gneg	
11	q	22.1	97200000	102100000	gpos	100
11	q	22.2	102100000	102900000	gneg	
11	q	22.3	102900000	110400000	gpos	100
11	q	23.1	110400000	112500000	gneg	
11	q	23.2	112500000	114500000	gpos	50
11	q	23.3	114500000	121200000	gneg	
11	q	24.1	121200000	123900000	gpos	50
11	q	24.2	123900000	127800000	gneg	
11	q	24.3	127800000	130800000	gpos	50
11	q	25	130800000	135006516	gneg	
12	p	13.33	1	3300000	gneg	
12	p	13.32	3300000	5400000	gpos	25
12	p	13.31	5400000	10100000	gneg	
12	p	13.2	10100000	12800000	gpos	75
12	p	13.1	12800000	14800000	gneg	
12	p	12.3	14800000	20000000	gpos	100
12	p	12.2	20000000	21300000	gneg	
12	p	12.1	21300000	26500000	gpos	100
12	p	11.23	26500000	27800000	gneg	
12	p	11.22	27800000	30700000	gpos	50
12	p	11.21	30700000	33300000	gneg	
12	p	11.1	33300000	35800000	acen	
12	q	11	35800000	38200000	acen	
12	q	12	38200000	46400000	gpos	100
12	q	13.11	46400000	49100000	gneg	
12	q	13.12	49100000	51500000	gpos	25
12	q	13.13	51500000	54900000	gneg	
12	q	13.2	54900000	56600000	gpos	25
12	q	13.3	56600000	58100000	gneg	
12	q	14.1	58100000	63100000	gpos	75
12	q	14.2	63100000	65100000	gneg	
12	q	14.3	65100000	67700000	gpos	50
12	q	15	67700000	71500000	gneg	
12	q	21.1	71500000	75700000	gpos	75
12	q	21.2	75700000	80300000	gneg	
12	q	21.31	80300000	86700000	gpos	100
12	q	21.32	86700000	89000000	gneg	
12	q	21.33	89000000	92600000	gpos	100
12	q	22	92600000	96200000	gneg	
12	q	23.1	96200000	101600000	gpos	75
12	q	23.2	101600000	103800000	gneg	
12	q	23.3	103800000	109000000	gpos	50
12	q	24.11	109000000	111700000	gneg	
12	q	24.12	111700000	112300000	gpos	25
12	q	24.13	112300000	114300000	gneg	
12	q	24.21	114300000	116800000	gpos	50
12	q	24.22	116800000	118100000	gneg	
12	q	24.23	118100000	120700000	gpos	50
12	q	24.31	120700000	125900000	gneg	
12	q	24.32	125900000	129300000	gpos	50
12	q	24.33	129300000	133851895	gneg	
13	p	13	1	4500000	gvar	
13	p	12	4500000	10000000	stalk	
13	p	11.2	10000000	16300000	gvar	
13	p	11.1	16300000	17900000	acen	
13	q	11	17900000	19500000	acen	
13	q	12.11	19500000	23300000	gneg	
13	q	12.12	23300000	25500000	gpos	25
13	q	12.13	25500000	27800000	gneg	
13	q	12.2	27800000	28900000	gpos	25
13	q	12.3	28900000	32200000	gneg	
13	q	13.1	32200000	34000000	gpos	50
13	q	13.2	34000000	35500000	gneg	
13	q	13.3	35500000	40100000	gpos	75
13	q	14.11	40100000	45200000	gneg	
13	q	14.12	45200000	45800000	gpos	25
13	q	14.13	45800000	47300000	gneg	
13	q	14.2	47300000	50900000	gpos	50
13	q	14.3	50900000	55300000	gneg	
13	q	21.1	55300000	59600000	gpos	100
13	q	21.2	59600000	62300000	gneg	
13	q	21.31	62300000	65700000	gpos	75
13	q	21.32	65700000	68600000	gneg	
13	q	21.33	68600000	73300000	gpos	100
13	q	22.1	73300000	75400000	gneg	
13	q	22.2	75400000	77200000	gpos	50
13	q	22.3	77200000	79000000	gneg	
13	q	31.1	79000000	87700000	gpos	100
13	q	31.2	87700000	90000000	gneg	
13	q	31.3	90000000	95000000	gpos	100
13	q	32.1	95000000	98200000	gneg	
13	q	32.2	98200000	99300000	gpos	25
13	q	32.3	99300000	101700000	gneg	
13	q	33.1	101700000	104800000	gpos	100
13	q	33.2	104800000	107000000	gneg	
13	q	33.3	107000000	110300000	gpos	100
13	q	34	110300000	115169878	gneg	
14	p	13	1	3700000	gvar	
14	p	12	3700000	8100000	stalk	
14	p	11.2	8100000	16100000	gvar	
14	p	11.1	16100000	17600000	acen	
14	q	11.1	17600000	19100000	acen	
14	q	11.2	19100000	24600000	gneg	
14	q	12	24600000	33300000	gpos	100
14	q	13.1	33300000	35300000	gneg	
14	q	13.2	35300000	36600000	gpos	50
14	q	13.3	36600000	37800000	gneg	
14	q	21.1	37800000	43500000	gpos	100
14	q	21.2	43500000	47200000	gneg	
14	q	21.3	47200000	50900000	gpos	100
14	q	22.1	50900000	54100000	gneg	
14	q	22.2	54100000	55500000	gpos	25
14	q	22.3	55500000	58100000	gneg	
14	q	23.1	58100000	62100000	gpos	75
14	q	23.2	62100000	64800000	gneg	
14	q	23.3	64800000	67900000	gpos	50
14	q	24.1	67900000	70200000	gneg	
14	q	24.2	70200000	73800000	gpos	50
14	q	24.3	73800000	79300000	gneg	
14	q	31.1	79300000	83600000	gpos	100
14	q	31.2	83600000	84900000	gneg	
14	q	31.3	84900000	89800000	gpos	100
14	q	32.11	89800000	91900000	gneg	
